ids,train_1_test_0_ids,true_labels,predicted_labels_srnc,predicted_labels_rejection,predicted_labels_semi,known_1_unknown_0_classes
212,0,10,111,111,12,0
213,0,10,111,111,12,0
214,0,10,111,111,12,0
215,0,10,111,111,12,0
216,0,10,111,111,12,0
217,0,10,111,111,12,0
218,0,10,111,111,12,0
219,0,10,111,111,12,0
220,0,10,111,111,12,0
221,0,10,111,111,12,0
222,0,10,111,111,12,0
223,0,10,111,111,12,0
224,0,10,111,111,12,0
225,0,10,111,111,12,0
226,0,10,111,111,12,0
227,0,10,111,111,12,0
228,0,10,111,111,12,0
229,0,10,111,111,12,0
230,0,10,111,111,12,0
231,0,10,111,111,12,0
232,0,10,111,111,12,0
233,0,10,111,111,12,0
234,0,10,111,111,12,0
235,1,6,-1,-1,-1,-1
236,0,6,5,111,13,1
237,0,6,111,111,15,1
238,0,6,111,111,5,1
239,0,6,111,111,15,1
240,0,6,111,111,13,1
241,0,6,111,111,15,1
242,0,6,111,111,13,1
243,0,6,111,111,15,1
244,0,6,111,111,13,1
245,0,6,111,111,5,1
246,0,6,111,111,13,1
247,0,6,111,111,13,1
248,0,6,111,111,13,1
249,0,6,111,111,6,1
250,0,6,111,111,13,1
251,1,5,-1,-1,-1,-1
252,0,6,5,111,15,1
253,0,5,5,111,15,1
254,0,5,5,111,5,1
255,0,5,5,111,5,1
256,1,5,-1,-1,-1,-1
257,0,5,5,111,15,1
258,0,5,5,111,12,1
259,1,11,-1,-1,-1,-1
260,0,11,11,111,13,1
261,0,11,11,111,13,1
262,1,11,-1,-1,-1,-1
263,0,11,11,111,13,1
264,0,11,11,111,13,1
265,0,11,11,111,13,1
266,0,11,11,111,13,1
267,0,11,11,111,13,1
268,0,11,11,111,13,1
269,0,11,11,111,7,1
270,0,11,11,111,13,1
271,0,11,11,111,13,1
272,0,11,11,111,13,1
273,0,11,11,111,13,1
274,0,4,5,111,15,0
275,0,4,5,111,15,0
276,0,4,5,111,5,0
277,0,4,5,111,14,0
278,0,4,5,111,15,0
279,0,4,111,111,13,0
280,0,4,5,111,15,0
281,0,4,5,111,15,0
282,0,4,5,111,15,0
283,0,4,5,111,15,0
284,0,4,5,111,11,0
285,0,4,5,111,15,0
286,0,4,5,111,15,0
287,0,4,111,111,11,0
288,0,4,5,111,15,0
289,0,4,5,111,14,0
290,0,4,5,111,15,0
291,0,4,5,111,13,0
292,0,4,5,111,15,0
293,0,4,5,111,15,0
294,0,4,5,111,15,0
295,0,4,111,111,11,0
296,0,4,5,111,15,0
297,0,4,5,111,15,0
298,0,4,5,111,15,0
299,0,4,5,111,15,0
