ids,train_1_test_0_ids,true_labels,predicted_labels_srnc,predicted_labels_rejection,predicted_labels_semi,known_1_unknown_0_classes
226,0,10,91,91,1,0
227,0,10,91,91,1,0
228,0,10,91,91,3,0
229,0,10,91,91,3,0
230,0,10,91,91,1,0
231,0,10,91,91,1,0
232,0,10,91,91,3,0
233,0,10,91,91,1,0
234,0,10,91,91,5,0
235,1,6,-1,-1,-1,-1
236,0,6,91,91,6,1
237,0,6,91,91,6,1
238,0,6,91,91,6,1
239,0,6,91,91,6,1
240,0,6,91,91,6,1
241,0,6,91,91,6,1
242,1,6,-1,-1,-1,-1
243,0,6,91,91,6,1
244,0,6,91,91,6,1
245,0,6,91,91,6,1
246,0,6,91,91,6,1
247,0,6,91,91,6,1
248,0,6,91,91,6,1
249,0,6,91,91,6,1
250,0,6,91,91,6,1
251,0,5,91,91,6,1
252,0,6,91,91,6,1
253,0,5,91,91,6,1
254,0,5,91,91,11,1
255,0,5,91,91,11,1
256,0,5,91,91,11,1
257,0,5,91,91,6,1
258,1,5,-1,-1,-1,-1
259,0,11,91,91,5,0
260,0,11,91,91,7,0
261,0,11,91,91,5,0
262,0,11,91,91,5,0
263,0,11,5,91,7,0
264,0,11,91,91,7,0
265,0,11,91,91,7,0
266,0,11,91,91,7,0
267,0,11,5,91,7,0
268,0,11,91,91,7,0
269,0,11,5,91,7,0
270,0,11,5,91,7,0
271,0,11,91,91,6,0
272,0,11,91,91,7,0
273,0,11,91,91,7,0
274,0,4,91,91,6,0
275,0,4,91,91,6,0
276,0,4,91,91,11,0
277,0,4,6,91,10,0
278,0,4,91,91,6,0
279,0,4,91,91,6,0
280,0,4,91,91,6,0
281,0,4,91,91,6,0
282,0,4,91,91,6,0
283,0,4,91,91,6,0
284,0,4,91,91,11,0
285,0,4,91,91,6,0
286,0,4,91,91,6,0
287,0,4,91,91,11,0
288,0,4,91,91,6,0
289,0,4,91,91,10,0
290,0,4,91,91,6,0
291,0,4,91,91,6,0
292,0,4,91,91,6,0
293,0,4,91,91,6,0
294,0,4,91,91,6,0
295,0,4,91,91,11,0
296,0,4,91,91,6,0
297,0,4,91,91,6,0
298,0,4,91,91,6,0
299,0,4,91,91,6,0
