ids,train_1_test_0_ids,true_labels,predicted_labels_srnc,predicted_labels_rejection,predicted_labels_semi,known_1_unknown_0_classes
226,0,10,91,91,10,0
227,0,10,91,91,10,0
228,0,10,91,91,10,0
229,0,10,91,91,10,0
230,0,10,91,91,10,0
231,0,10,91,91,10,0
232,0,10,91,91,10,0
233,0,10,91,91,10,0
234,0,10,91,91,10,0
235,0,6,91,91,6,1
236,0,6,91,91,4,1
237,0,6,91,91,4,1
238,0,6,91,91,4,1
239,0,6,91,91,6,1
240,0,6,91,91,6,1
241,0,6,91,91,6,1
242,0,6,91,91,6,1
243,1,6,-1,-1,-1,-1
244,1,6,-1,-1,-1,-1
245,0,6,91,91,4,1
246,0,6,91,91,6,1
247,0,6,91,91,6,1
248,0,6,91,91,6,1
249,0,6,91,91,6,1
250,0,6,91,91,6,1
251,0,5,91,91,6,0
252,1,6,-1,-1,-1,-1
253,0,5,91,91,6,0
254,0,5,91,91,6,0
255,0,5,91,91,6,0
256,0,5,91,91,6,0
257,0,5,91,91,6,0
258,0,5,91,91,10,0
259,0,11,91,91,7,0
260,0,11,91,91,7,0
261,0,11,91,91,7,0
262,0,11,91,91,7,0
263,0,11,91,91,7,0
264,0,11,91,91,7,0
265,0,11,91,91,7,0
266,0,11,91,91,7,0
267,0,11,91,91,7,0
268,0,11,91,91,7,0
269,0,11,91,91,7,0
270,0,11,91,91,7,0
271,0,11,91,91,7,0
272,0,11,91,91,4,0
273,0,11,91,91,4,0
274,1,4,-1,-1,-1,-1
275,1,4,-1,-1,-1,-1
276,0,4,91,91,4,1
277,1,4,-1,-1,-1,-1
278,0,4,91,91,4,1
279,0,4,91,91,6,1
280,0,4,91,91,4,1
281,0,4,91,91,4,1
282,0,4,91,91,4,1
283,0,4,91,91,4,1
284,0,4,91,91,4,1
285,0,4,91,91,4,1
286,0,4,91,91,4,1
287,0,4,91,91,4,1
288,0,4,91,91,4,1
289,0,4,91,91,4,1
290,0,4,91,91,4,1
291,0,4,91,91,4,1
292,0,4,91,91,4,1
293,0,4,91,91,4,1
294,0,4,91,91,4,1
295,1,4,-1,-1,-1,-1
296,0,4,91,91,4,1
297,0,4,91,91,4,1
298,0,4,91,91,6,1
299,0,4,91,91,4,1
