ids,train_1_test_0_ids,true_labels,predicted_labels_srnc,predicted_labels_rejection,predicted_labels_semi,known_1_unknown_0_classes
165,0,8,8,91,8,1
166,0,8,8,91,8,1
167,1,8,-1,-1,-1,-1
168,0,8,8,91,8,1
169,0,8,8,91,8,1
170,0,8,8,91,8,1
171,0,7,7,91,7,1
172,1,7,-1,-1,-1,-1
173,0,7,7,91,14,1
174,0,7,7,91,7,1
175,1,7,-1,-1,-1,-1
176,1,7,-1,-1,-1,-1
177,0,7,7,91,7,1
178,0,7,7,91,14,1
179,0,7,7,91,14,1
180,0,7,7,91,7,1
181,0,7,7,91,7,1
182,0,7,7,91,7,1
183,0,7,7,91,7,1
184,0,7,7,91,14,1
185,1,7,-1,-1,-1,-1
186,0,7,7,91,7,1
187,0,7,7,91,7,1
188,0,7,7,91,7,1
189,0,7,7,91,14,1
190,0,7,7,91,7,1
191,0,7,7,91,7,1
192,0,7,7,91,7,1
193,0,7,7,91,7,1
194,0,7,7,91,7,1
195,0,10,91,91,10,0
196,0,10,91,91,10,0
197,0,10,91,91,10,0
198,0,10,91,91,10,0
199,0,10,91,91,10,0
200,0,10,91,91,10,0
201,0,10,91,91,10,0
202,0,10,91,91,10,0
203,0,10,91,91,10,0
204,0,10,91,91,10,0
205,0,10,91,91,10,0
206,0,10,91,91,10,0
207,0,10,91,91,10,0
208,0,10,91,91,10,0
209,0,10,91,91,10,0
210,0,10,91,91,10,0
211,0,10,91,91,10,0
212,0,10,91,91,10,0
213,0,10,91,91,10,0
214,0,10,91,91,10,0
215,0,10,91,91,10,0
216,0,10,91,91,10,0
217,0,10,91,91,10,0
218,0,10,91,91,10,0
219,0,10,91,91,10,0
220,0,10,91,91,10,0
221,0,10,91,91,10,0
222,0,10,91,91,10,0
223,0,10,91,91,10,0
224,0,10,91,91,10,0
225,0,10,91,91,10,0
226,0,10,91,91,10,0
227,0,10,91,91,10,0
228,0,10,91,91,10,0
229,0,10,91,91,10,0
230,0,10,91,91,10,0
231,0,10,91,91,10,0
232,0,10,91,91,10,0
233,0,10,91,91,10,0
234,0,10,91,91,10,0
235,0,6,5,91,14,1
236,1,6,-1,-1,-1,-1
237,0,6,5,91,11,1
238,0,6,5,91,6,1
239,0,6,5,91,11,1
240,0,6,5,91,11,1
241,0,6,5,91,11,1
242,0,6,5,91,13,1
243,0,6,5,91,11,1
244,0,6,5,91,14,1
245,0,6,5,91,5,1
246,0,6,5,91,14,1
247,0,6,5,91,14,1
248,0,6,5,91,5,1
249,0,6,5,91,5,1
250,0,6,5,91,14,1
251,1,5,-1,-1,-1,-1
252,0,6,5,91,11,1
253,0,5,5,91,11,1
254,0,5,5,91,5,1
255,0,5,5,91,5,1
256,0,5,5,91,5,1
257,0,5,5,91,11,1
258,1,5,-1,-1,-1,-1
259,0,11,91,91,14,0
260,0,11,91,91,7,0
261,0,11,91,91,14,0
262,0,11,91,91,14,0
263,0,11,91,91,14,0
264,0,11,91,91,7,0
265,0,11,91,91,14,0
266,0,11,91,91,14,0
267,0,11,91,91,7,0
268,0,11,91,91,14,0
269,0,11,91,91,7,0
270,0,11,91,91,14,0
271,0,11,91,91,14,0
272,0,11,91,91,14,0
273,0,11,91,91,14,0
274,0,4,5,91,11,0
275,0,4,5,91,11,0
276,0,4,5,91,5,0
277,0,4,5,91,12,0
278,0,4,5,91,11,0
279,0,4,91,91,14,0
280,0,4,5,91,11,0
281,0,4,5,91,11,0
282,0,4,5,91,11,0
283,0,4,5,91,11,0
284,0,4,5,91,5,0
285,0,4,5,91,11,0
286,0,4,5,91,11,0
287,0,4,5,91,5,0
288,0,4,5,91,11,0
289,0,4,5,91,12,0
290,0,4,5,91,11,0
291,0,4,5,91,14,0
292,0,4,5,91,11,0
293,0,4,5,91,11,0
294,0,4,5,91,11,0
295,0,4,5,91,5,0
296,0,4,5,91,11,0
297,0,4,5,91,11,0
298,0,4,5,91,11,0
299,0,4,5,91,11,0
