ids,train_1_test_0_ids,true_labels,predicted_labels_srnc,predicted_labels_rejection,predicted_labels_semi,known_1_unknown_0_classes
160,0,9,131,131,10,0
161,0,4,4,131,4,1
162,0,4,4,131,4,1
163,0,6,6,131,6,1
164,0,5,131,131,5,1
165,0,8,131,131,8,1
166,0,4,4,131,4,1
167,0,4,4,131,4,1
168,0,4,4,131,4,1
169,0,4,4,131,4,1
170,0,4,4,4,14,1
171,0,4,4,131,14,1
172,0,4,4,131,4,1
173,0,6,6,131,6,1
174,0,6,6,131,6,1
175,0,4,4,131,4,1
176,0,6,131,131,6,1
177,1,4,-1,-1,-1,-1
178,0,4,4,131,4,1
179,0,4,4,131,3,1
180,0,7,7,131,7,1
181,0,6,6,131,6,1
182,0,6,6,131,6,1
183,1,6,-1,-1,-1,-1
184,0,4,4,131,5,1
185,0,7,7,131,7,1
186,0,7,7,131,7,1
187,0,8,131,131,8,1
188,0,4,4,131,4,1
189,0,4,4,131,14,1
190,1,6,-1,-1,-1,-1
191,1,6,-1,-1,-1,-1
192,0,6,6,131,6,1
193,0,11,131,131,19,0
194,0,4,4,131,4,1
195,0,4,4,131,4,1
196,0,4,4,131,4,1
197,0,4,4,131,4,1
198,0,6,131,131,6,1
199,1,6,-1,-1,-1,-1
200,0,6,131,131,6,1
201,0,7,7,131,7,1
202,0,7,7,131,7,1
203,0,5,131,131,5,1
204,0,4,4,131,4,1
205,0,11,131,131,19,0
206,0,7,7,131,7,1
207,1,4,-1,-1,-1,-1
208,0,6,131,131,6,1
209,0,4,4,131,4,1
210,0,5,131,131,3,1
211,1,4,-1,-1,-1,-1
212,0,4,4,131,4,1
213,1,6,-1,-1,-1,-1
214,0,4,4,131,5,1
215,0,5,131,131,5,1
216,0,4,4,131,14,1
217,0,4,4,131,4,1
218,0,5,131,131,5,1
219,0,6,131,131,6,1
220,0,1,131,131,19,0
221,1,4,-1,-1,-1,-1
222,0,4,4,131,4,1
223,0,5,131,131,5,1
224,0,5,131,131,5,1
225,0,6,6,131,6,1
226,0,8,131,131,8,1
227,0,4,4,4,14,1
228,0,4,4,131,14,1
229,0,8,131,131,5,1
230,0,6,6,131,6,1
231,0,7,7,131,7,1
232,0,11,131,131,19,0
233,0,7,7,131,7,1
234,0,6,131,131,6,1
235,0,11,131,131,19,0
236,0,6,6,131,6,1
237,1,6,-1,-1,-1,-1
238,0,4,4,131,4,1
239,0,4,4,131,14,1
240,0,5,131,131,5,1
241,0,4,4,131,4,1
242,0,6,131,131,6,1
243,0,5,131,131,5,1
244,0,5,131,131,5,1
245,1,4,-1,-1,-1,-1
246,0,4,4,131,4,1
247,0,6,6,131,6,1
248,0,6,6,131,6,1
249,0,7,7,131,7,1
250,0,4,4,131,13,1
251,0,11,131,131,19,0
252,0,5,131,131,2,1
253,0,6,6,131,6,1
254,0,6,6,131,6,1
255,0,4,4,131,4,1
256,0,6,131,131,6,1
257,0,4,4,131,4,1
258,0,6,131,131,6,1
259,0,6,6,131,6,1
260,1,6,-1,-1,-1,-1
261,0,3,3,131,10,1
262,0,6,6,131,6,1
263,1,13,-1,-1,-1,-1
264,0,6,6,131,6,1
265,0,6,6,131,6,1
266,0,4,4,131,4,1
267,0,6,131,131,6,1
268,0,4,4,131,14,1
269,0,6,6,131,6,1
270,1,6,-1,-1,-1,-1
271,0,6,131,131,6,1
272,0,6,131,131,6,1
273,1,7,-1,-1,-1,-1
274,0,7,131,131,15,1
275,0,6,131,131,6,1
276,0,4,4,131,16,1
277,0,12,6,131,19,0
278,0,5,131,131,5,1
279,0,2,2,131,2,1
280,0,4,4,131,14,1
281,0,4,4,131,17,1
282,0,6,6,131,6,1
283,0,4,4,131,16,1
284,0,2,2,131,2,1
285,0,12,6,131,19,0
286,0,6,6,131,6,1
287,0,6,6,131,6,1
288,0,6,6,131,6,1
289,0,11,2,131,2,0
290,0,4,4,131,18,1
291,0,6,6,131,6,1
292,1,6,-1,-1,-1,-1
293,0,7,7,131,7,1
294,0,4,4,131,4,1
295,1,6,-1,-1,-1,-1
296,0,6,6,131,6,1
297,0,6,6,131,6,1
298,1,6,-1,-1,-1,-1
299,0,6,6,131,6,1
300,0,4,4,131,17,1
301,0,6,6,131,6,1
302,0,6,6,131,6,1
303,0,6,6,131,6,1
304,0,6,6,131,6,1
305,0,6,6,131,6,1
306,1,7,-1,-1,-1,-1
307,0,4,4,4,14,1
308,0,4,4,4,14,1
309,0,4,4,131,4,1
310,0,7,131,131,7,1
311,0,6,6,131,6,1
312,0,4,4,131,14,1
313,0,4,4,4,14,1
314,0,4,4,4,14,1
315,0,6,6,131,6,1
316,0,4,4,131,14,1
317,0,4,4,131,4,1
318,0,6,6,131,6,1
319,0,4,4,131,14,1
320,0,6,6,131,6,1
321,0,7,7,131,7,1
322,0,6,6,131,6,1
323,0,7,7,131,7,1
324,0,4,4,131,4,1
325,1,7,-1,-1,-1,-1
326,0,6,6,131,6,1
327,0,6,6,131,6,1
328,1,4,-1,-1,-1,-1
329,0,6,6,131,6,1
330,0,7,7,131,7,1
331,0,7,131,131,7,1
332,0,9,131,131,10,0
333,0,4,4,131,4,1
334,0,6,6,131,6,1
335,0,4,4,131,4,1
336,0,4,4,131,4,1
337,0,4,4,131,17,1
338,0,4,4,131,4,1
339,0,5,131,131,5,1
340,0,4,4,131,4,1
341,0,6,6,131,6,1
342,0,4,4,131,4,1
343,0,6,6,131,6,1
344,0,7,7,131,7,1
345,0,4,4,131,14,1
346,0,6,6,131,6,1
347,1,6,-1,-1,-1,-1
348,0,4,4,131,4,1
349,0,4,4,131,4,1
350,0,4,4,131,2,1
351,0,4,4,4,14,1
352,0,6,6,131,6,1
353,0,7,7,131,7,1
354,0,10,10,131,10,1
355,0,4,4,131,4,1
356,0,6,6,131,6,1
357,0,4,4,131,4,1
358,0,6,6,131,6,1
359,0,4,4,131,4,1
360,0,4,131,131,2,1
361,1,5,-1,-1,-1,-1
362,0,4,4,131,4,1
363,0,10,10,131,10,1
364,0,4,4,131,4,1
365,1,4,-1,-1,-1,-1
366,0,4,4,131,4,1
367,0,4,4,131,4,1
368,0,11,131,131,19,0
369,0,4,4,131,4,1
370,0,7,7,131,7,1
371,0,4,4,131,14,1
372,0,4,4,131,4,1
373,1,4,-1,-1,-1,-1
374,0,10,10,131,10,1
375,0,6,6,131,6,1
376,0,4,4,131,4,1
377,0,7,7,131,7,1
378,0,4,4,131,4,1
379,0,4,4,131,4,1
380,0,5,131,131,5,1
381,0,10,10,131,10,1
382,0,6,4,131,4,1
383,1,4,-1,-1,-1,-1
384,0,4,4,131,4,1
385,0,6,6,131,6,1
386,0,4,4,131,5,1
387,0,4,4,131,14,1
388,0,5,131,131,5,1
389,0,11,131,131,19,0
390,0,4,4,131,4,1
391,1,4,-1,-1,-1,-1
392,0,6,6,131,6,1
393,0,4,4,131,4,1
394,0,7,7,131,7,1
395,0,4,4,131,18,1
396,0,5,131,131,5,1
397,0,4,4,131,4,1
398,0,5,131,131,5,1
399,0,7,7,131,7,1
400,0,4,4,131,4,1
401,0,4,4,131,4,1
402,0,6,6,131,6,1
403,0,8,131,131,8,1
404,0,8,131,131,8,1
405,0,6,6,131,6,1
406,0,4,4,131,4,1
407,0,7,7,131,7,1
408,0,4,4,131,4,1
409,1,4,-1,-1,-1,-1
410,0,5,131,131,5,1
411,1,6,-1,-1,-1,-1
412,0,4,4,131,4,1
413,0,5,131,131,5,1
414,0,7,131,131,7,1
415,0,8,131,131,8,1
416,0,6,131,131,6,1
417,0,10,10,131,10,1
418,0,11,7,131,19,0
419,1,6,-1,-1,-1,-1
420,0,4,4,131,14,1
421,1,4,-1,-1,-1,-1
422,0,4,4,4,14,1
423,0,4,4,131,14,1
424,0,4,4,131,4,1
425,0,5,131,131,5,1
426,0,6,131,131,6,1
427,0,4,4,131,8,1
428,0,6,6,131,6,1
429,0,5,131,131,5,1
430,0,5,131,131,5,1
431,0,4,4,131,4,1
432,0,4,4,131,4,1
433,0,7,7,131,7,1
434,0,4,4,131,4,1
435,0,5,131,131,5,1
436,0,4,4,131,4,1
437,0,5,131,131,5,1
438,0,4,4,131,4,1
439,0,2,131,131,13,1
440,1,6,-1,-1,-1,-1
441,0,4,4,131,4,1
442,0,11,131,131,19,0
443,0,6,6,131,6,1
444,0,4,4,131,14,1
445,0,7,7,131,7,1
446,0,6,6,131,6,1
447,0,4,4,131,4,1
448,0,4,4,131,4,1
449,0,4,4,131,4,1
450,0,4,4,131,4,1
451,0,4,4,131,17,1
452,0,4,4,131,4,1
453,0,4,4,131,4,1
454,1,7,-1,-1,-1,-1
455,0,4,4,131,4,1
456,0,6,6,131,6,1
457,0,4,4,131,14,1
458,0,7,7,131,7,1
459,0,4,4,131,4,1
460,0,4,4,131,4,1
461,0,10,10,131,10,1
462,0,4,4,131,4,1
463,1,5,-1,-1,-1,-1
464,0,4,4,131,4,1
465,0,4,4,131,4,1
466,0,4,4,131,4,1
467,0,4,4,131,4,1
468,0,4,4,131,4,1
469,0,6,6,131,6,1
470,0,4,4,131,4,1
471,0,4,4,131,4,1
472,0,4,4,131,4,1
473,0,8,131,131,8,1
474,0,4,4,131,4,1
475,0,7,7,131,7,1
476,1,10,-1,-1,-1,-1
477,0,7,131,131,7,1
478,0,4,4,131,4,1
479,0,4,4,131,4,1
480,1,6,-1,-1,-1,-1
481,0,7,7,131,7,1
482,0,4,4,131,4,1
483,0,4,4,131,14,1
484,0,4,4,131,4,1
485,0,5,131,131,5,1
486,0,4,4,4,14,1
487,0,11,131,131,19,0
488,0,5,131,131,5,1
489,0,4,4,131,4,1
490,1,4,-1,-1,-1,-1
491,0,4,4,131,4,1
492,0,11,131,131,19,0
493,0,5,131,131,5,1
494,0,6,6,131,6,1
495,0,6,6,131,6,1
496,0,4,4,131,14,1
497,1,4,-1,-1,-1,-1
498,1,7,-1,-1,-1,-1
499,0,4,4,131,4,1
500,0,4,4,131,4,1
501,0,5,131,131,5,1
502,0,11,131,131,19,0
503,0,8,131,131,8,1
504,1,5,-1,-1,-1,-1
505,0,4,4,131,17,1
506,0,5,131,131,5,1
507,0,4,4,131,4,1
508,0,6,6,131,6,1
509,1,6,-1,-1,-1,-1
510,0,4,4,131,4,1
511,0,4,4,131,4,1
512,0,5,4,131,5,1
513,0,4,4,131,14,1
514,0,7,7,131,7,1
515,0,5,4,131,5,1
516,0,5,131,131,5,1
517,1,4,-1,-1,-1,-1
518,1,5,-1,-1,-1,-1
519,0,2,131,131,2,1
520,0,11,131,131,19,0
521,1,4,-1,-1,-1,-1
522,0,8,131,131,8,1
523,0,7,7,131,7,1
524,0,5,131,131,5,1
525,0,6,131,131,6,1
526,1,6,-1,-1,-1,-1
527,0,4,4,4,14,1
528,0,5,131,131,5,1
529,0,4,4,131,4,1
530,0,5,131,131,2,1
531,0,4,4,131,4,1
532,0,6,131,131,6,1
533,0,7,7,131,7,1
534,0,7,7,131,7,1
535,0,6,131,131,6,1
536,0,2,131,131,2,1
537,0,5,131,131,5,1
538,0,5,131,131,5,1
539,0,4,4,131,18,1
540,0,4,4,131,14,1
541,0,7,131,131,7,1
542,0,4,4,131,4,1
543,0,4,4,131,4,1
544,0,1,131,131,19,0
545,0,5,131,131,5,1
546,0,6,6,131,6,1
547,0,10,10,131,10,1
548,1,4,-1,-1,-1,-1
549,0,5,131,131,2,1
550,0,4,4,131,4,1
551,0,4,4,131,14,1
552,0,4,4,4,14,1
553,1,4,-1,-1,-1,-1
554,0,6,131,131,6,1
555,0,6,131,131,6,1
556,0,6,6,131,6,1
557,0,6,131,131,6,1
558,0,6,131,131,6,1
559,1,6,-1,-1,-1,-1
560,0,6,131,131,6,1
561,1,6,-1,-1,-1,-1
562,0,11,131,131,19,0
563,0,5,131,131,5,1
564,0,7,7,131,7,1
565,0,6,131,131,6,1
566,0,7,131,131,7,1
567,0,4,4,131,16,1
568,0,4,4,4,16,1
569,0,6,6,131,6,1
570,0,5,131,131,5,1
571,0,2,2,131,2,1
572,0,7,7,131,7,1
573,0,4,4,131,4,1
574,0,6,6,131,6,1
575,1,4,-1,-1,-1,-1
576,0,6,6,131,6,1
577,0,6,6,131,6,1
578,0,6,6,131,6,1
579,1,6,-1,-1,-1,-1
580,0,6,6,131,6,1
581,0,6,6,131,6,1
582,0,6,6,131,6,1
583,0,6,6,131,6,1
584,0,4,4,131,16,1
585,0,6,6,131,6,1
586,0,8,131,131,8,1
587,0,5,131,131,5,1
588,0,4,4,131,18,1
589,0,4,4,131,4,1
590,0,5,131,131,5,1
591,1,6,-1,-1,-1,-1
592,0,5,131,131,5,1
593,0,11,131,131,19,0
594,0,6,6,131,6,1
595,0,6,6,131,6,1
596,0,7,7,131,7,1
597,0,6,6,131,6,1
598,0,4,4,131,14,1
599,0,6,6,131,6,1
600,0,6,6,131,6,1
601,0,6,6,131,6,1
602,0,6,6,131,6,1
603,0,6,6,131,6,1
604,0,5,131,131,5,1
605,1,4,-1,-1,-1,-1
606,0,4,4,131,4,1
607,0,6,6,131,6,1
608,0,7,7,131,7,1
609,0,7,7,131,7,1
610,0,5,131,131,5,1
611,0,5,131,131,5,1
612,0,6,6,131,6,1
613,0,4,4,131,14,1
614,1,4,-1,-1,-1,-1
615,0,4,4,131,4,1
616,0,5,131,131,5,1
617,0,4,4,131,4,1
618,0,4,4,131,2,1
619,0,4,4,131,4,1
620,0,7,131,131,7,1
621,0,7,7,131,7,1
622,0,6,6,131,6,1
623,0,11,131,131,19,0
624,0,4,4,131,4,1
625,0,4,4,131,4,1
626,1,4,-1,-1,-1,-1
627,0,4,4,131,4,1
628,0,4,4,131,4,1
629,0,6,6,131,6,1
630,0,6,6,131,6,1
631,1,4,-1,-1,-1,-1
632,0,4,4,131,14,1
633,0,6,6,131,6,1
634,0,4,4,131,4,1
635,0,4,4,131,4,1
636,0,6,6,131,6,1
637,0,6,6,131,6,1
638,0,6,6,131,6,1
639,0,6,6,131,6,1
640,0,4,4,131,4,1
641,0,4,4,4,4,1
642,0,6,6,131,6,1
643,0,4,4,131,4,1
644,0,1,6,131,19,0
645,0,9,131,131,10,0
646,0,4,4,131,4,1
647,0,4,4,131,14,1
648,0,6,6,131,6,1
649,1,4,-1,-1,-1,-1
650,0,4,4,131,4,1
651,0,11,131,131,19,0
652,0,6,6,131,6,1
653,0,6,6,131,6,1
654,0,5,131,131,5,1
655,0,6,6,131,6,1
656,0,6,6,131,6,1
657,0,6,6,131,6,1
658,0,4,4,131,4,1
659,0,4,4,131,4,1
660,0,4,4,131,2,1
661,0,11,131,131,19,0
662,0,7,7,131,7,1
663,0,10,10,131,10,1
664,0,4,4,131,4,1
665,1,6,-1,-1,-1,-1
666,0,4,4,4,14,1
667,0,7,131,131,7,1
668,0,4,4,131,4,1
669,0,8,131,131,8,1
670,0,7,7,131,7,1
671,0,4,4,131,4,1
672,0,4,4,131,4,1
673,0,4,4,131,14,1
674,0,4,4,131,4,1
675,1,13,-1,-1,-1,-1
676,1,4,-1,-1,-1,-1
677,0,4,4,131,14,1
678,0,4,4,131,4,1
679,0,4,4,131,4,1
680,0,5,131,131,5,1
681,0,4,4,131,4,1
682,0,7,7,131,7,1
683,1,4,-1,-1,-1,-1
684,0,4,4,131,4,1
685,0,6,6,131,6,1
686,0,5,4,131,4,1
687,0,5,131,131,5,1
688,0,4,4,131,4,1
689,0,5,131,131,5,1
690,0,4,4,131,4,1
691,0,7,7,131,7,1
692,0,5,131,131,5,1
693,0,6,6,131,6,1
694,0,7,7,131,7,1
695,0,4,4,131,4,1
696,0,4,4,131,4,1
697,0,4,4,131,4,1
698,0,4,4,131,4,1
699,0,5,131,131,5,1
700,0,6,6,131,6,1
701,0,4,4,131,4,1
702,0,5,131,131,5,1
703,0,4,4,131,4,1
704,0,4,4,131,4,1
705,0,4,4,131,4,1
706,0,4,4,131,4,1
707,1,4,-1,-1,-1,-1
708,0,4,4,131,4,1
709,0,4,4,131,4,1
710,0,5,131,131,5,1
711,0,6,6,131,6,1
712,0,4,4,131,4,1
713,0,4,4,131,4,1
714,0,11,131,131,19,0
715,0,6,6,131,6,1
716,0,5,131,131,5,1
717,0,4,4,131,4,1
718,0,4,4,131,4,1
719,0,4,4,4,14,1
720,0,6,6,131,6,1
721,0,4,4,131,4,1
722,0,6,6,131,6,1
723,0,6,6,131,6,1
724,0,6,6,131,6,1
725,0,4,4,131,4,1
726,0,4,4,131,4,1
727,0,6,131,131,6,1
728,0,5,131,131,5,1
729,0,7,7,131,7,1
730,0,6,6,131,6,1
731,0,4,4,131,4,1
732,0,6,6,131,6,1
733,0,6,6,131,6,1
734,0,5,131,131,5,1
735,0,11,131,131,19,0
736,0,7,7,131,7,1
737,0,4,4,131,4,1
738,0,4,4,131,4,1
739,0,5,131,131,5,1
740,0,6,6,131,6,1
741,1,6,-1,-1,-1,-1
742,0,4,4,131,4,1
743,0,5,131,131,5,1
744,0,4,4,131,4,1
745,0,6,6,131,6,1
746,0,6,6,131,6,1
747,0,4,4,131,8,1
748,0,4,4,131,4,1
749,0,4,4,131,4,1
750,0,7,7,131,7,1
751,0,6,6,131,6,1
752,0,4,4,131,4,1
753,0,10,10,131,10,1
754,0,4,4,131,4,1
755,0,4,4,131,16,1
756,0,6,6,131,6,1
757,1,4,-1,-1,-1,-1
758,0,4,4,131,4,1
759,0,4,4,131,4,1
760,0,4,4,131,14,1
761,1,4,-1,-1,-1,-1
762,0,4,4,4,14,1
763,0,6,6,131,6,1
764,0,4,4,131,4,1
765,0,4,4,131,4,1
766,0,9,131,131,10,0
767,0,4,4,131,4,1
768,0,10,10,131,10,1
769,0,11,131,131,19,0
770,0,6,6,131,6,1
771,0,4,4,131,4,1
772,0,4,4,131,4,1
773,1,6,-1,-1,-1,-1
774,0,5,131,131,5,1
775,0,6,131,131,6,1
776,0,4,4,131,14,1
777,1,4,-1,-1,-1,-1
778,0,4,4,131,4,1
779,0,4,4,131,4,1
780,0,6,131,131,6,1
781,0,6,6,131,6,1
782,0,1,131,131,19,0
783,0,6,131,131,6,1
784,0,6,6,131,6,1
785,0,4,4,131,4,1
786,0,3,3,131,10,1
787,0,6,6,131,6,1
788,0,10,10,131,10,1
789,0,5,131,131,5,1
790,0,4,4,131,14,1
791,1,10,-1,-1,-1,-1
792,0,4,4,131,4,1
793,0,4,4,131,4,1
794,0,6,6,131,6,1
795,1,6,-1,-1,-1,-1
796,1,13,-1,-1,-1,-1
797,0,6,6,131,6,1
798,0,6,131,131,6,1
799,0,4,4,131,14,1
800,0,6,6,131,6,1
801,0,6,131,131,6,1
802,0,6,6,131,6,1
803,0,6,131,131,6,1
804,1,4,-1,-1,-1,-1
805,0,6,6,131,6,1
806,1,6,-1,-1,-1,-1
807,0,6,131,131,6,1
808,0,4,4,131,4,1
809,0,6,6,131,6,1
810,0,6,131,131,6,1
811,0,5,131,131,5,1
812,0,5,131,131,5,1
813,0,6,6,131,6,1
814,0,7,7,131,7,1
815,0,6,6,131,6,1
816,1,13,-1,-1,-1,-1
817,0,6,131,131,6,1
818,0,6,131,131,6,1
819,1,7,-1,-1,-1,-1
820,0,6,131,131,6,1
821,0,4,4,131,16,1
822,0,4,4,131,16,1
823,0,4,4,131,16,1
824,0,6,6,131,6,1
825,0,4,4,4,17,1
826,0,4,4,131,17,1
827,0,4,4,4,17,1
828,0,4,4,4,16,1
829,0,5,131,131,5,1
830,0,4,4,4,16,1
831,0,4,4,4,16,1
832,0,4,4,131,16,1
833,0,2,2,131,2,1
834,0,5,131,131,5,1
835,1,4,-1,-1,-1,-1
836,0,4,4,4,16,1
837,0,4,4,4,16,1
838,0,4,4,131,16,1
839,0,4,4,131,16,1
840,0,4,4,4,16,1
841,0,4,4,131,16,1
842,0,4,4,4,17,1
843,0,4,4,131,17,1
844,0,2,2,131,2,1
845,0,4,4,4,16,1
846,0,4,4,4,16,1
847,0,4,4,131,16,1
848,0,4,4,4,16,1
849,0,4,4,4,16,1
850,0,6,6,131,6,1
851,0,4,4,131,17,1
852,0,4,4,4,16,1
853,0,5,131,131,5,1
854,0,5,131,131,5,1
855,1,2,-1,-1,-1,-1
856,0,4,4,4,16,1
857,0,2,2,131,2,1
858,0,4,4,131,16,1
859,1,8,-1,-1,-1,-1
860,0,5,131,131,5,1
861,0,4,4,131,17,1
862,0,5,131,131,5,1
863,0,4,4,4,17,1
864,0,5,131,131,5,1
865,0,5,131,131,5,1
866,0,4,4,4,16,1
867,0,4,4,4,16,1
868,0,2,2,131,2,1
869,0,4,4,4,16,1
870,0,4,4,4,16,1
871,0,4,4,4,16,1
872,0,4,4,4,16,1
873,0,2,2,131,2,1
874,0,4,4,131,16,1
875,0,4,4,4,16,1
876,1,2,-1,-1,-1,-1
877,0,4,4,131,18,1
878,0,4,4,4,16,1
879,1,5,-1,-1,-1,-1
880,0,5,131,131,5,1
881,0,4,4,4,18,1
882,1,2,-1,-1,-1,-1
883,0,6,6,131,6,1
884,0,5,131,131,5,1
885,0,4,4,4,16,1
886,0,4,4,4,16,1
887,0,2,2,131,2,1
888,0,2,2,131,2,1
889,0,4,4,4,17,1
890,0,2,2,131,2,1
891,0,2,2,131,2,1
892,0,2,2,131,2,1
893,0,4,4,4,16,1
894,0,4,4,4,17,1
895,0,4,4,4,17,1
896,0,2,2,131,2,1
897,0,4,4,4,16,1
898,0,7,7,131,7,1
899,0,4,4,131,17,1
900,0,4,4,4,16,1
901,0,4,4,131,17,1
902,0,5,131,131,5,1
903,0,3,3,131,10,1
904,0,2,2,131,2,1
905,0,2,2,131,2,1
906,0,6,6,131,6,1
907,0,4,4,131,17,1
908,0,4,4,4,16,1
909,0,4,4,4,16,1
910,0,4,4,131,16,1
911,0,5,131,131,5,1
912,0,2,2,131,2,1
913,0,4,4,4,16,1
914,0,4,4,131,17,1
915,0,4,4,4,16,1
916,0,4,4,4,17,1
917,0,5,131,131,5,1
918,0,5,131,131,5,1
919,0,5,131,131,5,1
920,0,5,131,131,5,1
921,0,4,4,4,16,1
922,0,4,4,131,16,1
923,0,4,4,4,16,1
924,0,5,131,131,5,1
925,0,4,4,131,18,1
926,0,4,4,131,16,1
927,0,2,2,131,2,1
928,0,4,4,4,16,1
929,0,5,131,131,5,1
930,0,8,131,131,8,1
931,0,4,4,4,16,1
932,0,5,131,131,5,1
933,0,4,4,4,18,1
934,0,4,4,4,16,1
935,0,4,4,131,17,1
936,1,5,-1,-1,-1,-1
937,0,4,4,131,18,1
938,0,8,131,131,8,1
939,0,8,131,131,8,1
940,0,6,6,131,6,1
941,0,4,4,131,16,1
942,0,4,4,4,18,1
943,1,4,-1,-1,-1,-1
944,0,4,4,4,16,1
945,0,4,4,4,16,1
946,0,4,4,4,16,1
947,0,2,2,131,2,1
948,0,2,2,131,2,1
949,0,7,131,131,7,1
950,0,4,4,4,16,1
951,1,4,-1,-1,-1,-1
952,0,4,4,4,17,1
953,0,4,4,4,16,1
954,0,4,4,4,16,1
955,1,4,-1,-1,-1,-1
956,0,4,4,4,16,1
957,0,4,4,131,18,1
958,0,2,2,131,2,1
959,0,4,4,131,18,1
960,0,4,4,4,16,1
961,0,6,6,131,6,1
962,0,6,6,131,6,1
